0,frame,right_elbow_angle,right_shoulder_angle,right_wrist_angle,left_elbow_angle,left_shoulder_angle,left_wrist_angle
1,1,179.9428668628064,10.740884458340044,177.90649696316225,185.02747626183114,11.455838654434217,183.293538497693
2,2,179.9123127407368,10.815988288091159,177.7103087885737,185.23196515594987,11.673858468959452,183.77407837915942
3,3,179.9595187536532,10.84782204862086,177.57651939513494,185.1088699239342,11.785574857010488,184.6026905256864
4,4,179.9500465454419,10.90724458490664,177.55199085925108,185.0959036339142,11.870720418046574,185.07541348540514
5,5,179.99436152316906,10.911902661017551,177.4517923499597,185.09014092317673,11.90935966086613,185.17018916766213
6,6,180.04392035353916,10.926728290260316,177.5382568165757,185.07655207036277,11.971083341256247,185.23959952384268
7,7,180.0679252482047,10.94290223200848,177.52719089912813,185.10627228377382,12.00802080816112,185.3532485541591
8,8,180.08913846447382,10.950625723954902,177.5616260337433,185.15765132688625,12.040158606990133,185.28069895873693
9,9,180.05514098353012,10.997453875973061,177.43005488109858,185.23713288048538,12.079300621990399,185.19117505147804
10,10,180.03649114431525,11.020938204763723,177.44445378740895,185.29937390369287,12.095500634259395,184.9509336523223
11,11,180.02210171331765,11.050141525389426,177.42559689880974,185.3217413990699,12.086927665555095,184.82620080904124
12,12,179.95787678189342,11.070672546606918,177.38845747030896,185.34326493492057,12.096136755471434,184.7318561296808
13,13,179.93915241284395,11.092627594128762,177.3862917982498,185.40006948460734,12.11808736747679,184.58736164088262
14,14,179.96788824211603,11.096913111757978,177.36867034871673,185.43183631821123,12.120648909003592,184.4864210213178
15,15,179.7129380108199,11.225809178909337,178.23484725881056,184.36056187931635,12.44916736392355,179.85360244810892
16,16,179.96597054055687,11.388542429575411,180.4704285952465,182.4193715970966,12.908235526824967,174.63293208415408
17,17,180.7631513970529,11.662401225936557,182.41036570691236,180.30471430015038,13.509836141955589,176.09827727519797
18,18,180.9781203257503,12.40298848607893,184.42006040695497,177.291304234461,14.717411565998304,179.20149042716562
19,19,181.6075411509871,13.511844428058527,187.18378258392445,175.74599642887367,16.452348678268265,177.64763712141357
20,20,188.99738621125076,20.206600132208017,181.63007278391038,176.18043767980296,29.002972618301044,166.84727482668896
21,21,189.41959761680394,24.028063970420572,179.95492261289638,178.63333608726714,35.07962571415965,165.5679147442906
22,22,189.99487540334815,27.07896988702959,179.69465675076972,180.63070753167116,39.665089259809406,159.07339710333554
23,23,187.25386561409334,32.37072654360476,180.80093291412916,178.85048253156629,43.76660151331805,162.9219820205729
24,24,186.62338861833993,36.68025289029521,181.44234493757264,175.3014501668821,47.95006035899246,170.39444515014398
25,25,186.06460188742537,41.09449213507629,183.25812364914174,171.35831608070043,52.06761177938432,169.44504538774828
26,26,185.2948190692729,58.66918286524593,180.70082005122808,174.27642586928604,69.18817976650456,143.33420997033602
27,27,183.95232956891772,63.799703682777036,189.75452490155885,174.76054552983146,74.51667081498346,139.3389019445605
28,28,182.20648539666752,67.92394331056117,187.14471642145227,172.50916411645295,77.08464878916368,140.46952110470582
29,29,179.63941668991112,72.22818718433584,185.0621946861356,175.40060462280474,81.64582969398168,143.72795683409657
30,30,182.00466753500535,75.56168355280597,183.2489112776647,178.62152132270384,85.35875515909754,140.51914898785134
31,31,182.553487358088,85.48106147565068,180.99219193749627,177.55348011710436,91.77492357874246,151.22034944682014
32,32,182.84866292695185,87.71874494755721,180.6479175064041,176.16270405972298,92.42780683826288,152.6125616863569
33,33,182.84557149839827,88.56475180875967,179.78340258775603,175.3111456782032,94.19188355247104,153.67455549887615
34,34,184.02144263328196,89.0688495167812,181.3698645639568,178.64168114415787,97.35375386823779,151.17948585494182
35,35,185.70060488345464,89.95879906250114,180.52191916712582,181.6976663992685,99.91006365297335,150.72269775753057
36,36,187.57673427004505,92.3112901350056,182.07522975368877,183.49440869092302,104.53188492238326,151.18300809782107
37,37,187.91305042715598,92.38776404000436,181.40019492346758,184.23731911100967,106.01286282232746,157.69531740069294
38,38,187.5509820271283,92.20323619989514,181.23712678870626,184.28676741661485,106.80344170699505,157.431111470822
39,39,186.46979158425665,92.24195135175165,179.06724121339565,183.76236696504867,107.3559237111512,157.41493780755968
40,40,186.19448399923124,91.86049854517344,177.0418898743081,183.07880917769208,107.54533920707667,161.6043386531157
41,41,185.93014922208013,91.69723480964946,177.56282351553594,183.04238740400078,107.78436565508923,163.41099359987862
42,42,184.83410300576273,91.8692393404913,179.42651221445539,182.34870391456195,108.42953440619823,166.69821930043528
43,43,185.14633754150765,91.66634339555965,178.1777912198071,182.71695336248393,108.71969281039688,166.58765951081364
44,44,184.77153425227198,91.3826851187756,178.3409239778146,183.10860186191857,108.77864423319059,165.93205906398575
45,45,184.46254962967575,91.09950762883632,178.71169611528745,183.11795681366212,108.63151817322438,164.968997751465
46,46,184.51178325966404,90.82417598860549,179.72993963085085,183.46419627007495,108.30590114056184,164.06038716724458
47,47,184.8058253969238,90.47511420252515,180.0629344697923,183.7059239057236,107.75644279626661,162.36136933284178
48,48,184.25590981948142,88.90798928306974,175.85244558877704,184.23781224154968,107.40952850687535,159.636141016883
49,49,181.16258141570316,78.55349698082605,175.48846935755478,181.1918810889741,92.99525938803936,156.73003903691534
50,50,179.20819224221515,73.99526395365353,178.57024889049697,176.61125605373107,84.80337161516422,159.2209848744872
51,51,180.4249616752005,69.83778770922373,178.34128657300454,174.3802221374795,79.24284605979386,153.7611435564775
52,52,180.43822155721037,66.18473631588135,178.0687930081684,177.2001740102743,75.30459771290845,155.11503563658988
53,53,180.65890533331367,62.274000395119934,173.2085852608811,175.97644104375425,69.59045563664068,164.93430331132157
54,54,182.10030961353198,57.548385590507515,174.59417557549563,176.9932334666509,65.25857376713071,176.1355836233713
55,55,182.23785777737896,42.411878353605715,180.51277891042008,180.12922870893402,49.859117106633846,175.44913853704503
56,56,185.65952377665107,36.55564189469669,179.46942561309396,181.21813616767372,44.741166558838074,167.01733360917308
57,57,185.7132159908849,33.31456829094245,179.23964374877227,181.9570799634069,41.77775340200225,168.47366887445577
58,58,186.57052397051552,29.94730073211269,177.9524047151308,182.6645712553531,38.877537665656405,175.2386024704805
59,59,186.8218131254682,27.10461316258684,178.96648818003985,181.32253145841838,35.30022749798019,175.2487695075728
60,60,184.89852739685603,19.362977780904437,177.7868411605544,178.75660900791416,22.869076143557265,181.27504664032793
61,61,185.78714089022395,16.511838405321345,178.51884295617242,178.9139025257622,20.143517357947587,180.8033660351695
62,62,184.6049221984196,15.292335688400424,180.36688598565513,178.49044282753627,18.084014347605773,184.2562105129009
63,63,184.21641903041322,13.930510247932181,183.53684078063452,177.86513854892277,16.862319090796916,186.64567768935777
64,64,182.4942687980787,13.138744990377559,183.83821685676216,179.46029133063104,15.926402440572701,184.23512007829373
65,65,182.07891386518284,12.31203525228959,183.12620922118617,180.41583112531953,14.991716734466479,182.15412323875427
66,66,182.09369751750611,11.099951399529848,180.66942545228852,183.0512380854547,13.235049296855152,186.84810413237093
