0,frame,right_elbow_angle,right_shoulder_angle,right_wrist_angle,left_elbow_angle,left_shoulder_angle,left_wrist_angle
1,1,188.2941399460871,88.93428304886896,193.9467676526847,164.79094083005486,92.60969316577234,165.71938080111272
2,2,186.6010054343653,88.58700969554536,194.4512710546536,164.4846031055589,91.91837078799949,163.83233834713795
3,3,184.029878321692,86.21245408410951,192.36939519335672,165.9716233280512,90.20739716061104,165.04676962577622
4,4,184.57164581333078,84.93989528326745,193.64190577757455,165.99675804519967,89.179655569653,163.45784918323997
5,5,185.22305586435704,84.35952908200792,192.8993742182774,165.24940944998295,88.36601904296617,162.96204659358088
6,6,186.2971658642472,83.86505917887709,191.5737356950981,164.28395590964496,87.8104138270287,163.01697242157002
7,7,188.0556960016306,83.25936258335175,190.2899562983647,163.66112258901902,87.41341546435115,162.89257306210894
8,8,189.05728387595624,82.95563982302671,190.41337558542938,163.25104682509547,87.15725086547042,162.70899440718816
9,9,189.77426031557053,82.68235835336485,190.31615155750356,163.30507513707533,86.94011750489136,162.74530749423678
10,10,190.47914250399174,82.27550479470091,190.14704494113883,163.50125869070533,86.7770043807792,162.11779844020487
11,11,191.09010672534117,81.96415579641955,190.21497891303443,163.8920255094319,86.56394958033695,162.44629357739205
12,12,191.7907233575713,81.66414142662445,189.9482657754529,163.70690905345856,86.27165543962622,162.30939821469588
13,13,192.5570790449439,81.2777054027995,192.31061450552423,163.36484325002888,86.05844323070693,162.32959713935944
14,14,193.0058961359214,81.2037136094657,197.1132502953427,162.74532127418217,86.03908843659525,158.77438046647976
15,15,194.89467914641287,81.17813382030442,200.20655088697808,160.23136875262662,86.0228681888205,158.37335746764808
16,16,222.32442108885468,82.7178371584549,199.43804244364415,138.36501865663212,88.16670825535698,166.66419999784134
17,17,231.512621780267,83.86855955202891,200.4715126654757,129.99653273270192,90.97329054413552,168.1335184038568
18,18,240.2483528153997,85.70535539532767,198.40090147525495,123.36489762250713,92.75107640277747,172.0942073340283
19,19,250.62396073592197,86.06842102202273,194.44919447214136,116.51950167860072,94.95558268905654,170.12167750885277
20,20,259.1763222615373,86.26772214404834,193.55767980123022,107.39409053534978,95.16059109276404,166.17082273081533
21,21,296.0204860773114,83.1060144052832,196.9054004226952,61.34350273663823,81.24666154523283,164.0388715704969
22,22,306.40335237608855,80.71223930926033,193.9947929526773,47.31253379244265,75.34091391615112,167.44009153230883
23,23,312.9953767970759,79.17542221353234,195.56040566490884,44.62402705486082,73.01946635376896,164.20550156248885
24,24,316.01103889570896,78.07434827209555,196.83447108693915,43.95334702194723,72.48983865118515,165.4988482904966
25,25,318.3498445509099,77.97507959807936,194.67338695376606,44.441293198367745,72.75269232024573,165.55908851120068
26,26,319.45033023714103,77.61055062059734,193.01494823885542,44.3858307077167,73.10527889848652,164.94582830913063
27,27,319.5972736760391,77.82111144612774,194.4732407147739,44.26556583721438,73.99126940571244,163.8438501170386
28,28,319.0190193127533,78.06389915316764,195.62296603001715,44.431369848883136,74.65192364854516,164.77777209741313
29,29,318.27345458590025,78.12760189826061,197.3199322041177,45.088988173824056,75.01681499583736,163.9101857019554
30,30,316.80481261013176,78.17797984669411,197.9517060158454,45.83119651584682,75.35882866837909,164.59963967895766
31,31,314.78820192479304,78.22164434621139,196.15302311236516,47.62890254774476,75.54379137667945,164.45591396052995
