0,frame,right_elbow_angle,right_shoulder_angle,right_wrist_angle,left_elbow_angle,left_shoulder_angle,left_wrist_angle
1,1,176.5649621117171,11.55115053867075,176.97433877279835,187.5036769528202,13.547729101466018,185.99560866585315
2,2,176.48135457640967,11.537544854860165,175.87267155204603,187.63612106068888,13.583165085230178,186.11628865928958
3,3,176.45380891722806,11.494439048793646,175.03970592491353,187.74230844274817,13.584563179854285,186.1313652529518
4,4,176.5046125557115,11.509835948202221,174.17243256024884,188.05406246582464,13.726419701229247,186.02822010893192
5,5,176.4744736949601,11.599199129290735,173.4540066861743,188.09572058006518,13.765926483248677,186.07488517066912
6,6,176.2651810240513,11.633717922154355,172.61556240568387,188.12082995830045,13.78949785955433,186.1858199421605
7,7,174.84616087702665,11.629152795986206,171.16551961973772,188.10667467963734,13.789328411079168,186.29994418659115
8,8,174.37974795258975,11.585907008046819,170.9986427515098,188.08952685888707,13.807590268403544,186.40602647158386
9,9,173.91986300667898,11.617732206612805,171.07769116858105,188.02152310452618,13.78924238867802,186.62165521592405
10,10,173.80787281356714,11.65611307844665,170.9533511157341,187.96188654146104,13.820010679985444,186.7380189790173
11,11,173.59346841963722,11.74542769711842,170.76662804049158,187.9782867400187,13.821893806298704,187.51895060879414
12,12,173.61608233709114,11.727935164983004,170.93579865372982,188.1435501822551,13.821130756217087,188.94032405449246
13,13,173.802742736917,11.859579501404562,169.27869989596945,187.90010948666213,13.82772688632815,189.79323452981234
14,14,176.4533845724947,11.736480650493235,169.81071142352155,185.71247927008403,14.132987515218701,194.28521903164415
15,15,180.98702067463017,11.924287685942915,170.96395278181026,180.75536001047718,14.662916379109276,194.95686147136516
16,16,186.60584540517212,13.0849550768536,176.33976655178876,173.37091436965886,15.61511677957759,192.07368155202636
17,17,192.98639321347397,29.40717095801963,174.19711569940938,171.33934976429475,36.473512961989286,182.23567898235459
18,18,187.23291185883235,39.705341903336034,176.03419882069105,174.14127420293238,47.682381779310276,183.24932720927848
19,19,187.08639977862157,47.61282576980982,180.86731483103654,169.46824998005013,54.64824049533166,176.54205218593196
20,20,190.86817107329145,53.88181390434556,180.99382850377847,170.50916925158728,64.7369197693198,179.51417022805447
21,21,186.7428456635486,63.53285647324347,184.7712952057463,169.10672739280676,72.75376566564773,185.65080380508138
22,22,187.06962879591913,73.94248300407766,183.74234394099986,165.16738038716488,78.59251551403952,173.10471573889117
23,23,190.75251448980578,97.06950167750296,200.17560614157054,169.2777759768112,101.7588583140087,163.34061954659833
24,24,188.73647717082738,101.01302413607681,191.63267202286178,171.79266324300625,105.13223008802137,161.23764507214324
25,25,189.45715876307395,101.73287021496202,185.83342670581942,172.6906180833744,106.70371443874285,162.3820688608917
26,26,188.4340006995284,102.7265628878543,183.89874502710956,173.26900046141907,107.78552645293911,163.3357954574198
27,27,188.8481828168385,103.34969868443636,180.21353233163057,173.5842164145156,108.21449390383452,161.40507446999501
28,28,187.56038149286675,104.0682850206596,181.52244532632673,173.15360278198685,108.49962931778464,162.54807520717176
29,29,187.4102387545825,103.67382961574782,179.57062083707484,172.0644696455663,109.11151466053877,163.30095128579043
