0,frame,right_elbow_angle,right_shoulder_angle,right_wrist_angle,left_elbow_angle,left_shoulder_angle,left_wrist_angle
1,1,185.6283196424029,85.67067568433944,178.55319755541194,174.24894671644148,89.91309247999004,149.01376065646286
2,2,185.99333968525542,85.57984851015229,178.54711893204873,172.13170839472266,89.19373617521285,150.87010847779973
3,3,187.17653058293524,84.58832122304175,178.8350256658387,171.34913498585334,88.93693762005171,152.48808384407613
4,4,188.46636758227294,83.78925763297326,178.79716699637746,170.75435478622828,88.80957884180094,153.15078081569595
5,5,188.52617912413953,83.80549405723859,178.84897343629524,170.4422395656201,88.81387888320569,153.63110753702986
6,6,188.292077870104,83.99871834850315,179.0771029519388,170.1419421956513,88.78671755973585,154.3088668180055
7,7,188.1720381753061,84.17291064839488,178.96017149235146,169.88426551053183,88.80553151011094,154.20323033875343
8,8,187.95780834092807,84.34385511988926,179.06518071203553,169.61225852021087,88.82569873414172,153.83353343545986
9,9,188.11835367629484,84.33056626368716,179.2701313438912,168.4628392503862,88.06940177459688,154.6174437809123
10,10,188.20235201111552,84.34168668816305,179.20434505691625,168.29072048851495,87.82494442246275,154.89821055295405
11,11,188.38740040106515,84.2160451225528,178.90774364437115,167.98672882344235,87.60752804840246,155.55180922301832
12,12,188.4022545655549,84.21796121336337,178.8510439782424,167.89441906687156,87.43138113257868,155.94192287114967
13,13,188.5876812124059,84.12452584399362,178.7157744828839,167.77729154333747,87.2853758861807,155.77410765712852
14,14,188.59803540942548,84.13213127071649,178.5707040300784,167.63031611017956,87.19385628273284,156.8191341214831
15,15,189.12912221627772,83.66956585135182,182.22618287306315,167.55080413762872,87.10949719216762,156.7786549609836
16,16,189.7164055922842,83.35515022949987,186.9611911020123,167.4824367614842,86.97656748938931,156.676458975213
17,17,189.93727595393193,83.28888822578125,189.7021461409395,167.60964326016824,86.99218022443233,157.47600503806999
18,18,189.8957020504215,83.3850732723498,191.03836961879244,167.6176209845165,86.87556774875253,157.11246078438987
19,19,189.80314314538728,83.45306184723538,191.49734614806474,167.6261581467448,86.86820379896244,156.41278880979587
20,20,189.56602721327008,83.49002048641967,194.99936575983804,167.56043938517328,86.88474616427538,155.45295366213094
21,21,189.826444610119,83.41819625449415,203.50656674976716,166.1098537676104,86.88477748686643,145.67979826004463
22,22,191.09015889708593,83.20452700747316,217.34375170825862,163.9321160669751,86.52612573832045,138.46054259685263
