,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,11,RIGHT_WRIST,0.34145650267601013,1.529665231704712,-1.016743540763855,RIGHT_ELBOW,0.19964969158172607,1.4423444271087646,-0.5602405667304993,RIGHT_SHOULDER,0.2526811957359314,1.0008283853530884,1.0008283853530884,RIGHT_HIP,0.35637810826301575,1.7799351215362549,0.0960875004529953,LEFT_WRIST,0.6269019246101379,1.0695312023162842,-1.397426962852478,LEFT_ELBOW,0.8700293302536011,1.3295820951461792,-0.9162133932113647,LEFT_SHOULDER,0.7347459197044373,0.9637898206710815,-0.5618237853050232,LEFT_HIP,0.6779221296310425,1.7575262784957886,-0.09041182696819305,RIGHT_PINKY,0.3708728551864624,1.6060597896575928,-1.1251139640808105,RIGHT_INDEX,0.38802653551101685,1.5485118627548218,-1.1283175945281982,LEFT_PINKY,0.5822048187255859,1.016331434249878,-1.5073988437652588,LEFT_INDEX,0.5843058824539185,0.96663898229599,-1.4242676496505737,"
"
11,12,RIGHT_WRIST,0.3152291178703308,1.593665599822998,-0.8842412829399109,RIGHT_ELBOW,0.20023635029792786,1.4277269840240479,-0.4734816551208496,RIGHT_SHOULDER,0.25750428438186646,1.0006529092788696,1.0006529092788696,RIGHT_HIP,0.35755598545074463,1.7798182964324951,0.09595871716737747,LEFT_WRIST,0.6258780360221863,1.0718505382537842,-1.371687889099121,LEFT_ELBOW,0.870129406452179,1.3336321115493774,-0.9134992361068726,LEFT_SHOULDER,0.7350867986679077,0.9650234580039978,-0.5522635579109192,LEFT_HIP,0.6782491207122803,1.7573519945144653,-0.09030728042125702,RIGHT_PINKY,0.32801565527915955,1.6897900104522705,-0.9890240430831909,RIGHT_INDEX,0.3555898368358612,1.6412732601165771,-1.0063163042068481,LEFT_PINKY,0.5806194543838501,1.0297361612319946,-1.4819060564041138,LEFT_INDEX,0.5840151309967041,0.9698157906532288,-1.4038803577423096,"
"
12,13,RIGHT_WRIST,0.31197893619537354,1.6213797330856323,-0.9588154554367065,RIGHT_ELBOW,0.2003711462020874,1.4276584386825562,-0.48125162720680237,RIGHT_SHOULDER,0.25838497281074524,1.0007070302963257,1.0007070302963257,RIGHT_HIP,0.35693272948265076,1.7792366743087769,0.09644342213869095,LEFT_WRIST,0.6262789964675903,1.0696406364440918,-1.4107515811920166,LEFT_ELBOW,0.8685203790664673,1.3303483724594116,-0.9013741612434387,LEFT_SHOULDER,0.7346629500389099,0.9652701616287231,-0.5368520617485046,LEFT_HIP,0.6760531663894653,1.7572307586669922,-0.09072618931531906,RIGHT_PINKY,0.32456260919570923,1.71909499168396,-1.0731189250946045,RIGHT_INDEX,0.3537326753139496,1.667056918144226,-1.090246558189392,LEFT_PINKY,0.5789430141448975,1.0141721963882446,-1.536902904510498,LEFT_INDEX,0.5822632312774658,0.9621703624725342,-1.4605895280838013,"
"
13,14,RIGHT_WRIST,0.3130883574485779,1.595948338508606,-1.0082640647888184,RIGHT_ELBOW,0.2003771811723709,1.428274393081665,-0.5220905542373657,RIGHT_SHOULDER,0.25865015387535095,1.0007121562957764,1.0007121562957764,RIGHT_HIP,0.35672327876091003,1.7773646116256714,0.09726080298423767,LEFT_WRIST,0.6168673038482666,1.0565805435180664,-1.4055602550506592,LEFT_ELBOW,0.8648603558540344,1.33112633228302,-0.9075368642807007,LEFT_SHOULDER,0.7346604466438293,0.9662058353424072,-0.5513588190078735,LEFT_HIP,0.6759899258613586,1.7566330432891846,-0.09155204892158508,RIGHT_PINKY,0.3266473412513733,1.6764925718307495,-1.140224575996399,RIGHT_INDEX,0.35437437891960144,1.6216566562652588,-1.1454215049743652,LEFT_PINKY,0.576052725315094,0.992813766002655,-1.53371262550354,LEFT_INDEX,0.5818773508071899,0.9610688090324402,-1.439772367477417,"
"
14,15,RIGHT_WRIST,0.31337618827819824,1.6242492198944092,-0.8815070986747742,RIGHT_ELBOW,0.20273740589618683,1.428390622138977,-0.4785662293434143,RIGHT_SHOULDER,0.25914400815963745,1.0006777048110962,1.0006777048110962,RIGHT_HIP,0.35698023438453674,1.77682626247406,0.09713543206453323,LEFT_WRIST,0.6174653768539429,1.0583548545837402,-1.3978543281555176,LEFT_ELBOW,0.8683575391769409,1.3312522172927856,-0.9036443829536438,LEFT_SHOULDER,0.7345895767211914,0.966722846031189,-0.5610893368721008,LEFT_HIP,0.6766372323036194,1.756575107574463,-0.09141037613153458,RIGHT_PINKY,0.32754918932914734,1.720976710319519,-0.9854650497436523,RIGHT_INDEX,0.3553403615951538,1.6657423973083496,-1.002299427986145,LEFT_PINKY,0.5975275039672852,1.0200412273406982,-1.5215051174163818,LEFT_INDEX,0.5822950601577759,0.9713013172149658,-1.4326763153076172,"
"
15,16,RIGHT_WRIST,0.29571667313575745,1.6495287418365479,-0.8652389645576477,RIGHT_ELBOW,0.20277762413024902,1.426266074180603,-0.44229063391685486,RIGHT_SHOULDER,0.25962546467781067,1.0006030797958374,1.0006030797958374,RIGHT_HIP,0.35895004868507385,1.7767536640167236,0.10551853477954865,LEFT_WRIST,0.7228276133537292,1.2450419664382935,-1.3255677223205566,LEFT_ELBOW,0.8789798021316528,1.322275161743164,-0.8643025159835815,LEFT_SHOULDER,0.7348297238349915,0.9678018689155579,-0.6082733869552612,LEFT_HIP,0.6780069470405579,1.7564972639083862,-0.09981238842010498,RIGHT_PINKY,0.30183470249176025,1.7535045146942139,-0.9722388386726379,RIGHT_INDEX,0.3334670066833496,1.7058501243591309,-1.006272315979004,LEFT_PINKY,0.7069532871246338,1.2437655925750732,-1.445698618888855,LEFT_INDEX,0.6812289357185364,1.2056454420089722,-1.3968273401260376,"
"
16,17,RIGHT_WRIST,0.2960999608039856,1.6478348970413208,-0.9519991874694824,RIGHT_ELBOW,0.2031416893005371,1.4263708591461182,-0.4744519591331482,RIGHT_SHOULDER,0.2597924470901489,1.0007920265197754,1.0007920265197754,RIGHT_HIP,0.3584992289543152,1.7776001691818237,0.10525883734226227,LEFT_WRIST,0.6364186406135559,1.124268889427185,-1.442507266998291,LEFT_ELBOW,0.8636301755905151,1.3523470163345337,-0.9725128412246704,LEFT_SHOULDER,0.7349513173103333,0.9680575132369995,-0.5866244435310364,LEFT_HIP,0.6770653128623962,1.757489562034607,-0.0995054617524147,RIGHT_PINKY,0.306519478559494,1.7475968599319458,-1.067505955696106,RIGHT_INDEX,0.3339681029319763,1.6995593309402466,-1.074933648109436,LEFT_PINKY,0.576766848564148,1.0298515558242798,-1.5645062923431396,LEFT_INDEX,0.5876502394676208,1.021243929862976,-1.4617799520492554,"
"
17,18,RIGHT_WRIST,0.29006609320640564,1.6376854181289673,-0.8999310731887817,RIGHT_ELBOW,0.198816180229187,1.417792797088623,-0.4533308446407318,RIGHT_SHOULDER,0.26082053780555725,1.0007305145263672,1.0007305145263672,RIGHT_HIP,0.3580365777015686,1.7779721021652222,0.10510233789682388,LEFT_WRIST,0.6099603772163391,1.071560025215149,-1.5125755071640015,LEFT_ELBOW,0.8636605143547058,1.3543956279754639,-1.0105969905853271,LEFT_SHOULDER,0.7349532842636108,0.9687172770500183,-0.5933043360710144,LEFT_HIP,0.6768373250961304,1.7593926191329956,-0.09931816905736923,RIGHT_PINKY,0.29915517568588257,1.735813856124878,-1.0002614259719849,RIGHT_INDEX,0.32963326573371887,1.6877802610397339,-1.016616940498352,LEFT_PINKY,0.5482937693595886,0.9986971616744995,-1.6354188919067383,LEFT_INDEX,0.559776782989502,0.9688542485237122,-1.5301063060760498,"
"
18,19,RIGHT_WRIST,0.28856950998306274,1.665717601776123,-0.9009855389595032,RIGHT_ELBOW,0.20048844814300537,1.4223021268844604,-0.40788397192955017,RIGHT_SHOULDER,0.2652529776096344,1.0007566213607788,1.0007566213607788,RIGHT_HIP,0.35939228534698486,1.777942180633545,0.10600756108760834,LEFT_WRIST,0.6112121343612671,1.100100040435791,-1.484959363937378,LEFT_ELBOW,0.875950038433075,1.3543561697006226,-0.993733286857605,LEFT_SHOULDER,0.7362987995147705,0.9693793654441833,-0.5630173087120056,LEFT_HIP,0.6784446239471436,1.759498119354248,-0.10002104192972183,RIGHT_PINKY,0.2949604392051697,1.7707732915878296,-1.015079379081726,RIGHT_INDEX,0.3270549178123474,1.7266148328781128,-1.045073390007019,LEFT_PINKY,0.6303609609603882,1.1626648902893066,-1.6168839931488037,LEFT_INDEX,0.5639382600784302,0.9736366868019104,-1.5314838886260986,"
"
19,20,RIGHT_WRIST,0.29090890288352966,1.665860891342163,-0.9716084599494934,RIGHT_ELBOW,0.20024244487285614,1.4302833080291748,-0.4268859326839447,RIGHT_SHOULDER,0.26530539989471436,1.001579761505127,1.001579761505127,RIGHT_HIP,0.35942596197128296,1.7864545583724976,0.1117655485868454,LEFT_WRIST,0.606738805770874,1.062388300895691,-1.5294500589370728,LEFT_ELBOW,0.8702563047409058,1.3752933740615845,-1.0201104879379272,LEFT_SHOULDER,0.7384086847305298,0.9720361232757568,-0.5445988774299622,LEFT_HIP,0.6785910129547119,1.769445538520813,-0.10589112341403961,RIGHT_PINKY,0.2992256283760071,1.7667458057403564,-1.0891790390014648,RIGHT_INDEX,0.3303283154964447,1.720340609550476,-1.113234043121338,LEFT_PINKY,0.5705503821372986,1.0020793676376343,-1.655482292175293,LEFT_INDEX,0.5565694570541382,0.942084550857544,-1.543475866317749,"
"
20,21,RIGHT_WRIST,0.2923722565174103,1.656602144241333,-0.9794214963912964,RIGHT_ELBOW,0.2004392147064209,1.4361268281936646,-0.43371859192848206,RIGHT_SHOULDER,0.26632237434387207,1.0017060041427612,1.0017060041427612,RIGHT_HIP,0.3597150444984436,1.7862237691879272,0.10738365352153778,LEFT_WRIST,0.6209468245506287,1.0969594717025757,-1.4153982400894165,LEFT_ELBOW,0.8767582774162292,1.3733234405517578,-0.9143509864807129,LEFT_SHOULDER,0.741107165813446,0.9738364815711975,-0.5431364178657532,LEFT_HIP,0.6809431910514832,1.7690527439117432,-0.10128869861364365,RIGHT_PINKY,0.30170732736587524,1.7533681392669678,-1.104043960571289,RIGHT_INDEX,0.3317302167415619,1.7043153047561646,-1.126285433769226,LEFT_PINKY,0.594834566116333,1.0043801069259644,-1.5351098775863647,LEFT_INDEX,0.5670274496078491,0.9465523958206177,-1.452770709991455,"
"
